race_id,driver_id,constructor_id,circuit_id,year,driver_name,constructor_name,race_name,circuit_name,grid,driver_age,driver_experience,driver_recent_form,driver_rolling_grid,driver_avg_finish,driver_consistency,driver_win_rate,driver_podium_rate,driver_top10_rate,driver_dnf_rate,grid_delta_to_avg,constructor_strength_index,circuit_familiarity,circuit_grid_importance,is_home_race,position_order,is_podium
337,1,1,3,2010,Lewis Hamilton,McLaren,Bahrain Grand Prix,Bahrain International Circuit,4,25.180013689253936,52,7.6,4.6,6.269230769230769,6.010172372378461,0.21153846153846154,0.5192307692307693,0.7692307692307693,0.25,-0.5999999999999996,4.0,3,0.6519651387812475,0,3,1
338,1,1,1,2010,Lewis Hamilton,McLaren,Australian Grand Prix,Albert Park Grand Prix Circuit,11,25.218343600273784,53,5.8,5.2,6.2075471698113205,5.969017734441603,0.20754716981132076,0.5283018867924528,0.7735849056603774,0.24528301886792453,5.8,9.0,3,0.4095748813225223,0,6,0
339,1,1,2,2010,Lewis Hamilton,McLaren,Malaysian Grand Prix,Sepang International Circuit,20,25.23750855578371,54,6.8,7.2,6.203703703703703,5.912505549495595,0.2037037037037037,0.5185185185185185,0.7777777777777778,0.24074074074074073,12.8,18.0,3,0.49674821586565665,0,6,0
340,1,1,17,2010,Lewis Hamilton,McLaren,Chinese Grand Prix,Shanghai International Circuit,6,25.27583846680356,55,7.4,10.6,6.2,5.857568703063678,0.2,0.509090909090909,0.7818181818181819,0.23636363636363636,-4.6,22.0,3,0.6700648477643512,0,2,1
341,1,1,4,2010,Lewis Hamilton,McLaren,Spanish Grand Prix,Circuit de Barcelona-Catalunya,3,25.333333333333332,56,7.2,8.4,6.125,5.831146776344489,0.19642857142857142,0.5178571428571429,0.7857142857142857,0.23214285714285715,-5.4,29.333333333333332,3,0.44292005006935103,0,14,0
342,1,1,6,2010,Lewis Hamilton,McLaren,Monaco Grand Prix,Circuit de Monaco,5,25.352498288843258,57,6.2,8.8,6.2631578947368425,5.872229790017325,0.19298245614035087,0.5087719298245614,0.7719298245614035,0.24561403508771928,-3.8000000000000007,21.666666666666668,3,-0.06307183226223154,0,5,0
343,1,1,5,2010,Lewis Hamilton,McLaren,Turkish Grand Prix,Istanbul Park,2,25.39082819986311,58,6.6,9.0,6.241379310344827,5.822853779230702,0.1896551724137931,0.5,0.7758620689655172,0.2413793103448276,-7.0,21.0,3,0.6776291090082236,0,1,1
344,1,1,7,2010,Lewis Hamilton,McLaren,Canadian Grand Prix,Circuit Gilles Villeneuve,1,25.429158110882955,59,5.6,7.2,6.1525423728813555,5.812630597189234,0.2033898305084746,0.5084745762711864,0.7796610169491526,0.23728813559322035,-6.2,21.0,2,0.057056306774966106,0,1,1
345,1,1,12,2010,Lewis Hamilton,McLaren,European Grand Prix,Valencia Street Circuit,3,25.467488021902806,60,4.6,3.4,6.066666666666666,5.801421995954201,0.21666666666666667,0.5166666666666667,0.7833333333333333,0.23333333333333334,-0.3999999999999999,32.0,2,0.5258753580122141,0,2,1
346,1,1,9,2010,Lewis Hamilton,McLaren,British Grand Prix,Silverstone Circuit,4,25.505817932922657,61,4.6,2.8,6.0,5.776388721914987,0.21311475409836064,0.5245901639344263,0.7868852459016393,0.22950819672131148,1.2000000000000002,39.666666666666664,3,0.18574325493507687,1,2,1
347,1,1,10,2010,Lewis Hamilton,McLaren,German Grand Prix,Hockenheimring,6,25.544147843942504,62,2.2,3.0,5.935483870967742,5.751324773239342,0.20967741935483872,0.532258064516129,0.7903225806451613,0.22580645161290322,3.0,35.333333333333336,1,0.05123724102370385,0,4,0
348,1,1,11,2010,Lewis Hamilton,McLaren,Hungarian Grand Prix,Hungaroring,5,25.56331279945243,63,2.0,3.2,5.904761904761905,5.709963803383055,0.20634920634920634,0.5238095238095238,0.7936507936507936,0.2222222222222222,1.7999999999999998,28.333333333333332,3,0.21380899025570865,0,20,0
349,1,1,13,2010,Lewis Hamilton,McLaren,Belgian Grand Prix,Circuit de Spa-Francorchamps,2,25.639972621492127,64,5.8,3.8,6.125,5.932156116495602,0.203125,0.515625,0.78125,0.234375,-1.7999999999999998,18.666666666666668,3,0.15893214340471598,0,1,1
350,1,1,14,2010,Lewis Hamilton,McLaren,Italian Grand Prix,Autodromo Nazionale di Monza,5,25.678302532511978,65,5.8,4.0,6.046153846153846,5.919857391733482,0.2153846153846154,0.5230769230769231,0.7846153846153846,0.23076923076923078,1.0,17.0,3,0.030794851804553096,0,23,0
351,1,1,15,2010,Lewis Hamilton,McLaren,Singapore Grand Prix,Marina Bay Street Circuit,3,25.71663244353183,66,10.0,4.4,6.303030303030303,6.233827561025895,0.21212121212121213,0.5151515151515151,0.7727272727272727,0.24242424242424243,-1.4000000000000004,15.666666666666666,2,0.5630167310866104,0,19,0
352,1,1,22,2010,Lewis Hamilton,McLaren,Japanese Grand Prix,Suzuka Circuit,8,25.754962354551676,67,13.4,4.2,6.492537313432836,6.377928642398408,0.208955223880597,0.5074626865671642,0.7611940298507462,0.2537313432835821,3.8,18.333333333333332,1,0.21741597250789246,0,5,0
353,1,1,35,2010,Lewis Hamilton,McLaren,Korean Grand Prix,Korean International Circuit,4,25.793292265571527,68,13.6,4.6,6.470588235294118,6.332740295386725,0.20588235294117646,0.5,0.7647058823529411,0.25,-0.5999999999999996,17.333333333333332,0,0.6112445951197811,0,2,1
354,1,1,18,2010,Lewis Hamilton,McLaren,Brazilian Grand Prix,Autódromo José Carlos Pace,4,25.831622176591377,69,10.0,4.4,6.405797101449275,6.309001134186611,0.2028985507246377,0.5072463768115942,0.7681159420289855,0.2463768115942029,-0.40000000000000036,17.333333333333332,3,0.2688038047477114,0,4,0
355,1,1,24,2010,Lewis Hamilton,McLaren,Abu Dhabi Grand Prix,Yas Marina Circuit,2,25.8507871321013,70,10.6,4.8,6.371428571428571,6.269714249484288,0.2,0.5,0.7714285714285715,0.24285714285714285,-2.8,20.666666666666668,1,0.6402028052295586,0,2,1
841,1,1,1,2011,Lewis Hamilton,McLaren,Australian Grand Prix,Albert Park Grand Prix Circuit,2,26.21492128678987,71,6.4,4.2,6.309859154929577,6.246351047487701,0.19718309859154928,0.5070422535211268,0.7746478873239436,0.23943661971830985,-2.2,24.333333333333332,4,0.4095748813225223,0,2,1
842,1,1,2,2011,Lewis Hamilton,McLaren,Malaysian Grand Prix,Sepang International Circuit,2,26.253251197809718,72,3.0,4.0,6.25,6.222969718123016,0.19444444444444445,0.5138888888888888,0.7777777777777778,0.2361111111111111,-2.0,27.0,4,0.49674821586565665,0,8,0
843,1,1,17,2011,Lewis Hamilton,McLaren,Chinese Grand Prix,Shanghai International Circuit,3,26.272416153319643,73,3.6,2.8,6.273972602739726,6.182997012355296,0.1917808219178082,0.5068493150684932,0.7808219178082192,0.2328767123287671,0.20000000000000018,27.0,4,0.6700648477643512,0,1,1
844,1,1,5,2011,Lewis Hamilton,McLaren,Turkish Grand Prix,Istanbul Park,4,26.32991101984942,74,3.4,2.6,6.202702702702703,6.171032039371656,0.20270270270270271,0.5135135135135135,0.7837837837837838,0.22972972972972974,1.4,28.333333333333332,4,0.6776291090082236,0,4,0
845,1,1,4,2011,Lewis Hamilton,McLaren,Spanish Grand Prix,Circuit de Barcelona-Catalunya,3,26.368240930869266,75,3.4,2.6,6.173333333333333,6.134469146691644,0.2,0.5066666666666667,0.7866666666666666,0.22666666666666666,0.3999999999999999,26.333333333333332,4,0.44292005006935103,0,2,1
846,1,1,6,2011,Lewis Hamilton,McLaren,Monaco Grand Prix,Circuit de Monaco,9,26.38740588637919,76,3.4,2.8,6.118421052631579,6.112210958975282,0.19736842105263158,0.5131578947368421,0.7894736842105263,0.2236842105263158,6.2,30.0,4,-0.06307183226223154,0,6,0
847,1,1,7,2011,Lewis Hamilton,McLaren,Canadian Grand Prix,Circuit Gilles Villeneuve,5,26.425735797399042,77,4.2,4.2,6.116883116883117,6.071880888623578,0.19480519480519481,0.5064935064935064,0.7922077922077922,0.22077922077922077,0.7999999999999998,25.333333333333332,3,0.057056306774966106,0,24,0
848,1,1,12,2011,Lewis Hamilton,McLaren,European Grand Prix,Valencia Street Circuit,3,26.46406570841889,78,7.4,4.8,6.346153846153846,6.363097593861891,0.19230769230769232,0.5,0.782051282051282,0.23076923076923078,-1.7999999999999998,27.0,3,0.5258753580122141,0,4,0
849,1,1,9,2011,Lewis Hamilton,McLaren,British Grand Prix,Silverstone Circuit,10,26.50239561943874,79,8.0,4.8,6.3164556962025316,6.327685005850751,0.189873417721519,0.4936708860759494,0.7848101265822784,0.22784810126582278,5.2,22.666666666666668,4,0.18574325493507687,1,4,0
850,1,1,20,2011,Lewis Hamilton,McLaren,German Grand Prix,Nürburgring,2,26.54072553045859,80,8.0,6.0,6.2875,6.292840516980538,0.1875,0.4875,0.7875,0.225,-4.0,19.0,2,0.24393923053656572,0,1,1
851,1,1,11,2011,Lewis Hamilton,McLaren,Hungarian Grand Prix,Hungaroring,2,26.559890485968516,81,7.8,5.8,6.222222222222222,6.280923498976882,0.19753086419753085,0.49382716049382713,0.7901234567901234,0.2222222222222222,-3.8,19.0,4,0.21380899025570865,0,4,0
852,1,1,13,2011,Lewis Hamilton,McLaren,Belgian Grand Prix,Circuit de Spa-Francorchamps,2,26.636550308008214,82,7.4,4.4,6.195121951219512,6.246854071243654,0.1951219512195122,0.4878048780487805,0.7926829268292683,0.21951219512195122,-2.4000000000000004,24.666666666666668,4,0.15893214340471598,0,22,0
853,1,1,14,2011,Lewis Hamilton,McLaren,Italian Grand Prix,Autodromo Nazionale di Monza,2,26.67488021902806,83,7.0,3.8,6.385542168674699,6.446461168169115,0.1927710843373494,0.4819277108433735,0.7831325301204819,0.2289156626506024,-1.7999999999999998,25.666666666666668,4,0.030794851804553096,0,4,0
854,1,1,15,2011,Lewis Hamilton,McLaren,Singapore Grand Prix,Marina Bay Street Circuit,4,26.713210130047912,84,7.0,3.6,6.357142857142857,6.412793795881993,0.19047619047619047,0.47619047619047616,0.7857142857142857,0.2261904761904762,0.3999999999999999,27.333333333333332,3,0.5630167310866104,0,5,0
855,1,1,22,2011,Lewis Hamilton,McLaren,Japanese Grand Prix,Suzuka Circuit,3,26.751540041067763,85,7.2,2.4,6.341176470588235,6.376207525556519,0.18823529411764706,0.47058823529411764,0.788235294117647,0.2235294117647059,0.6000000000000001,24.333333333333332,2,0.21741597250789246,0,5,0
856,1,1,35,2011,Lewis Hamilton,McLaren,Korean Grand Prix,Korean International Circuit,1,26.770704996577688,86,8.0,2.6,6.325581395348837,6.340239113073253,0.18604651162790697,0.46511627906976744,0.7906976744186046,0.22093023255813954,-1.6,31.0,1,0.6112445951197811,0,2,1
857,1,1,68,2011,Lewis Hamilton,McLaren,Indian Grand Prix,Buddh International Circuit,5,26.809034907597535,87,7.6,2.4,6.275862068965517,6.320306246577079,0.1839080459770115,0.47126436781609193,0.7931034482758621,0.21839080459770116,2.6,31.0,0,0.6863074169460055,0,7,0
858,1,1,24,2011,Lewis Hamilton,McLaren,Abu Dhabi Grand Prix,Yas Marina Circuit,2,26.847364818617386,88,4.6,3.0,6.284090909090909,6.284351782401576,0.18181818181818182,0.4659090909090909,0.7954545454545454,0.2159090909090909,-1.0,29.666666666666668,2,0.6402028052295586,0,1,1
